mode,profile,run,first_victory_min,first_hatch_min,second_biome_min,level_d1,level_d3,level_d7,level_d14,gold,dust,eggs,dragons,upgrades,win_rate,first5_win_rate,avg_battle_turns,empty_flight,stranded_runs,blocked,both_zero_days,tutorial_complete
before,cautious,950,2.2,6.4,12,2,4,8,13,11857,965,17,25,9,0.6923076923076923,0.6,7.153846153846154,0.34,2,0,0,1
before,cautious,951,2.2,6.4,12,3,4,7,11,11100,995,20,22,7,0.5306122448979592,0.6,7.224489795918367,0.34,1,0,0,1
before,cautious,952,2.2,6.4,12,3,4,7,12,12094,995,20,26,9,0.6037735849056604,0.6,7.0754716981132075,0.34,1,0,0,1
before,cautious,953,2.2,6.4,12,3,5,8,13,13294,1010,22,23,7,0.7,0.8,7.02,0.34,4,0,0,1
before,cautious,954,2.2,6.4,12,2,4,7,11,10752,995,21,23,10,0.58,0.6,7.5,0.34,2,0,0,1
before,cautious,955,2.2,6.4,12,2,4,6,11,11096,965,12,24,9,0.5294117647058824,0.6,7.078431372549019,0.34,1,0,0,1
before,cautious,956,2.2,6.4,12,2,4,8,13,12315,950,15,23,7,0.64,0.6,6.94,0.34,5,0,0,1
before,cautious,957,2.2,6.4,12,3,4,7,11,11725,965,17,21,5,0.5625,1,7.291666666666667,0.34,1,0,0,1
before,cautious,958,2.2,6.4,12,2,3,7,12,11790,920,11,21,7,0.6458333333333334,0.4,6.958333333333333,0.34,2,0,0,1
before,cautious,959,2.2,6.4,12,2,3,6,10,10580,965,24,20,9,0.5319148936170213,0.6,7.170212765957447,0.34,1,0,0,1
before,cautious,960,2.2,6.4,12,2,3,6,11,11559,980,19,25,8,0.5192307692307693,0.4,7,0.34,2,0,0,1
before,cautious,961,2.2,6.4,12,2,3,6,11,11559,935,15,22,5,0.5714285714285714,0.2,7.26530612244898,0.34,1,0,0,1
before,cautious,962,23.599999999999998,6.4,12,2,3,6,12,11062,980,18,25,8,0.5576923076923077,0,6.769230769230769,0.34,3,0,0,0
before,cautious,963,2.2,6.4,12,3,4,8,13,12181,995,22,22,10,0.6530612244897959,0.6,7.326530612244898,0.34,1,0,0,1
before,cautious,964,2.2,6.4,12,3,4,8,13,12103,1025,25,25,8,0.6538461538461539,0.6,6.826923076923077,0.34,3,0,0,1
before,cautious,965,2.2,6.4,12,2,4,6,11,10227,950,15,22,10,0.5510204081632653,0.4,7.387755102040816,0.34,0,0,0,1
before,cautious,966,2.2,6.4,12,3,4,8,13,12382,1010,19,25,6,0.6346153846153846,0.8,6.903846153846154,0.34,2,0,0,1
before,cautious,967,2.2,6.4,12,3,3,7,13,12786,995,20,25,7,0.6153846153846154,0.4,7.038461538461538,0.34,1,0,0,1
before,cautious,968,2.2,6.4,12,3,4,6,11,12283,995,14,27,5,0.5185185185185185,0.4,7.12962962962963,0.34,1,0,0,1
before,cautious,969,2.2,6.4,12,3,3,6,11,10057,950,12,21,13,0.5625,0.4,7.291666666666667,0.34,4,0,0,1
before,cautious,970,2.2,6.4,12,3,4,6,11,11470,980,17,23,8,0.52,0.6,7.06,0.34,2,0,0,1
before,cautious,971,2.2,6.4,12,2,5,8,13,11787,935,8,27,7,0.6111111111111112,0.6,6.907407407407407,0.34,0,0,0,1
before,cautious,972,2.2,6.4,12,2,4,7,13,12673,1010,22,24,4,0.7058823529411765,0.6,6.901960784313726,0.34,1,0,0,1
before,cautious,973,2.2,6.4,12,2,4,8,12,11120,950,16,26,8,0.5660377358490566,0.4,7.132075471698113,0.34,2,0,0,1
before,cautious,974,2.2,6.4,12,2,4,8,13,12369,980,18,26,9,0.660377358490566,0.6,7.056603773584905,0.34,3,0,0,1
before,cautious,975,2.2,6.4,12,3,4,8,11,10946,950,23,20,7,0.5957446808510638,1,7,0.34,2,0,0,1
before,cautious,976,2.2,6.4,12,2,3,6,11,10980,950,14,23,9,0.56,0.6,7.24,0.34,3,0,0,1
before,cautious,977,2.2,6.4,12,3,4,8,13,12722,995,11,27,9,0.6481481481481481,0.8,6.7592592592592595,0.34,0,0,0,1
before,cautious,978,2.2,6.4,12,2,4,7,12,10882,1025,24,22,12,0.673469387755102,0.8,6.918367346938775,0.34,3,0,0,1
before,cautious,979,8.600000000000001,6.4,12,3,5,8,13,12192,980,21,23,9,0.66,0.4,7.24,0.34,3,0,0,0
before,cautious,980,2.2,6.4,12,3,4,8,13,12292,950,21,23,6,0.72,1,6.72,0.34,1,0,0,1
before,cautious,981,2.2,6.4,12,2,4,6,10,10063,965,23,20,9,0.46808510638297873,0.6,7.48936170212766,0.34,3,0,0,1
before,cautious,982,2.2,6.4,12,3,4,6,10,10623,980,17,22,10,0.46938775510204084,1,7.183673469387755,0.34,1,0,0,1
before,cautious,983,2.2,6.4,12,2,4,7,12,11926,950,12,25,7,0.5961538461538461,0.8,6.653846153846154,0.34,3,0,0,1
before,cautious,984,2.2,6.4,12,2,4,7,11,10981,950,20,23,7,0.58,0.6,7.02,0.34,1,0,0,1
before,cautious,985,2.2,6.4,12,3,4,7,12,12523,995,13,24,7,0.6274509803921569,1,6.901960784313726,0.34,1,0,0,1
before,cautious,986,2.2,6.4,12,2,4,6,11,11922,1010,14,26,7,0.5094339622641509,0.6,7.2075471698113205,0.34,2,0,0,1
before,cautious,987,2.2,6.4,12,2,4,7,12,12819,1010,19,22,6,0.6938775510204082,0.8,6.816326530612245,0.34,2,0,0,1
before,cautious,988,2.2,6.4,12,2,3,7,12,11396,995,17,25,8,0.5769230769230769,0.8,7.365384615384615,0.34,3,0,0,1
before,cautious,989,2.2,6.4,12,2,3,6,11,10497,980,19,19,9,0.5652173913043478,0.6,7.1521739130434785,0.34,2,0,0,1
before,cautious,990,2.2,6.4,12,2,4,8,13,12525,995,12,28,8,0.5818181818181818,0.8,7.0181818181818185,0.34,0,0,0,1
before,cautious,991,2.2,6.4,12,2,4,7,13,12069,980,18,24,11,0.7058823529411765,0.6,7.0588235294117645,0.34,3,0,0,1
before,cautious,992,2.2,6.4,12,3,5,8,13,12082,950,19,25,7,0.6923076923076923,0.8,6.980769230769231,0.34,2,0,0,1
before,cautious,993,2.2,6.4,12,3,4,8,13,12817,1010,20,26,9,0.6792452830188679,0.8,6.962264150943396,0.34,3,0,0,1
before,cautious,994,2.2,6.4,12,2,5,8,13,12399,980,19,25,8,0.6538461538461539,0.6,7.326923076923077,0.34,1,0,0,1
before,cautious,995,2.2,6.4,12,2,5,8,12,11944,950,15,26,3,0.5849056603773585,0.6,7.056603773584905,0.34,2,1,0,1
before,cautious,996,5.4,6.4,12,2,3,7,13,12340,980,20,23,9,0.7,0.6,6.98,0.34,1,0,0,0
before,cautious,997,2.2,6.4,12,2,4,6,10,10518,1010,25,23,9,0.54,0.6,7.26,0.34,1,0,0,1
before,cautious,998,2.2,6.4,12,2,4,6,11,10930,965,22,24,6,0.49019607843137253,0.6,7.313725490196078,0.34,4,0,0,1
before,cautious,999,2.2,6.4,12,3,4,7,12,11055,965,16,24,9,0.5882352941176471,0.8,6.921568627450981,0.34,1,0,0,1
before,active,0,2.2,6.4,12,4,9,17,29,31437,1010,6,58,6,0.7196969696969697,1,6.757575757575758,0.34,1,1,0,1
before,active,1,2.2,6.4,12,4,9,15,27,27536,1025,7,62,8,0.6511627906976745,0.8,6.89922480620155,0.34,2,1,0,1
before,active,2,2.2,6.4,12,4,7,16,30,32863,1025,5,65,6,0.75,0.8,6.795454545454546,0.34,2,1,0,1
before,active,3,2.2,6.4,12,4,9,16,29,30929,1025,3,53,9,0.7099236641221374,0.8,6.885496183206107,0.34,2,1,0,1
before,active,4,5.4,6.4,12,3,7,13,28,27751,995,4,48,9,0.6641221374045801,0.6,6.977099236641221,0.34,1,1,0,0
before,active,5,2.2,6.4,12,4,9,17,29,30205,1010,16,61,10,0.7401574803149606,0.6,6.921259842519685,0.34,2,1,0,1
before,active,6,2.2,6.4,12,4,9,16,29,31817,1025,7,60,6,0.7175572519083969,0.6,6.862595419847328,0.34,3,1,0,1
before,active,7,2.2,6.4,12,4,8,16,29,32195,1055,8,67,6,0.6911764705882353,0.8,7.029411764705882,0.34,1,1,0,1
before,active,8,2.2,6.4,12,4,8,16,30,33099,1040,3,60,4,0.7557251908396947,1,6.916030534351145,0.34,3,1,0,1
before,active,9,2.2,6.4,12,5,9,17,28,29339,1040,6,63,7,0.6923076923076923,1,6.892307692307693,0.34,2,1,0,1
before,active,10,2.2,6.4,12,4,9,16,30,33044,995,4,62,9,0.7443609022556391,0.6,6.834586466165414,0.34,2,1,0,1
before,active,11,2.2,6.4,12,4,9,17,30,32668,1040,8,65,9,0.7238805970149254,1,7.014925373134329,0.34,1,1,0,1
before,active,12,2.2,6.4,12,5,9,17,29,30185,980,3,58,9,0.7099236641221374,1,6.885496183206107,0.34,3,1,0,1
before,active,13,2.2,6.4,12,4,8,17,29,30823,1010,5,56,5,0.7099236641221374,1,7,0.34,2,1,0,1
before,active,14,2.2,6.4,12,4,10,17,30,32266,1025,3,64,6,0.7164179104477612,1,7.126865671641791,0.34,2,0,0,1
before,active,15,2.2,6.4,12,5,10,16,28,28970,1040,6,64,10,0.6666666666666666,0.8,7.113636363636363,0.34,5,0,0,1
before,active,16,2.2,6.4,12,5,10,19,31,33276,995,10,65,7,0.7518796992481203,0.8,6.7669172932330826,0.34,1,0,0,1
before,active,17,2.2,6.4,12,4,9,17,29,31142,1025,7,63,6,0.7099236641221374,0.6,7.0534351145038165,0.34,1,1,0,1
before,active,18,2.2,6.4,12,3,7,16,28,28391,980,3,57,8,0.6466165413533834,0.8,7.157894736842105,0.34,1,1,0,1
before,active,19,5.4,6.4,12,3,9,16,29,30309,1025,11,63,9,0.7076923076923077,0.4,6.984615384615385,0.34,2,1,0,0
before,active,20,2.2,6.4,12,4,8,16,27,27435,1025,3,59,8,0.6589147286821705,0.8,7.069767441860465,0.34,1,1,0,1
before,active,21,5.4,6.4,12,4,9,17,30,32992,1055,10,62,8,0.7716535433070866,0.6,6.653543307086614,0.34,1,1,0,0
before,active,22,2.2,6.4,12,4,8,18,32,34832,1040,2,53,9,0.7835820895522388,1,6.686567164179104,0.34,0,1,0,1
before,active,23,2.2,6.4,12,4,8,16,29,30809,1010,5,62,7,0.7076923076923077,0.6,7.1461538461538465,0.34,4,1,0,1
before,active,24,5.4,6.4,12,3,8,16,30,32210,1025,7,63,9,0.7307692307692307,0.4,6.892307692307693,0.34,1,1,0,0
before,active,25,2.2,6.4,12,4,8,17,28,29421,1040,3,62,8,0.6846153846153846,0.8,6.876923076923077,0.34,3,0,0,1
before,active,26,2.2,6.4,12,4,8,16,27,27885,1010,4,49,8,0.6356589147286822,0.8,6.930232558139535,0.34,0,1,0,1
before,active,27,2.2,6.4,12,4,8,16,29,31245,1010,0,63,8,0.7121212121212122,0.8,6.931818181818182,0.34,3,1,0,1
before,active,28,2.2,6.4,12,4,9,18,31,33899,995,0,51,12,0.8015267175572519,0.8,6.6106870229007635,0.34,2,1,0,1
before,active,29,2.2,6.4,12,4,8,16,30,31936,1040,5,63,7,0.751937984496124,0.6,6.72093023255814,0.34,2,1,0,1
before,active,30,2.2,6.4,12,4,9,16,28,30853,1040,10,62,5,0.6976744186046512,0.6,7.038759689922481,0.34,0,1,0,1
before,active,31,5.4,6.4,12,3,8,17,30,32469,1025,3,60,9,0.7424242424242424,0.6,6.9772727272727275,0.34,4,1,0,0
before,active,32,2.2,6.4,12,4,9,15,28,29801,1040,6,62,7,0.6846153846153846,1,7.023076923076923,0.34,1,1,0,1
before,active,33,2.2,6.4,12,5,9,18,30,31524,1010,7,55,8,0.7121212121212122,0.8,7.007575757575758,0.34,2,1,0,1
before,active,34,2.2,6.4,12,5,9,17,31,33836,1040,6,60,9,0.7651515151515151,1,6.742424242424242,0.34,4,1,0,1
before,active,35,2.2,6.4,12,3,8,17,30,32246,1025,4,67,9,0.6834532374100719,0.6,7.115107913669065,0.34,2,1,0,1
before,active,36,5.4,6.4,12,4,9,18,30,32694,1040,5,66,7,0.6857142857142857,0.8,7.021428571428571,0.34,2,1,0,0
before,active,37,2.2,6.4,12,5,9,17,32,35136,1025,0,52,8,0.7357142857142858,0.8,7.078571428571428,0.34,1,1,0,1
before,active,38,5.4,6.4,12,4,9,17,29,29996,1010,6,56,8,0.696969696969697,0.6,7.03030303030303,0.34,2,1,0,0
before,active,39,2.2,6.4,12,4,8,16,27,27927,1025,4,57,11,0.6666666666666666,0.6,7.155038759689923,0.34,3,1,0,1
before,active,40,2.2,6.4,12,4,9,15,27,28005,1010,3,61,10,0.6343283582089553,0.6,7.052238805970149,0.34,1,1,0,1
before,active,41,5.4,6.4,12,4,8,16,28,29201,1010,3,50,9,0.7109375,0.6,6.859375,0.34,2,1,0,0
before,active,42,2.2,6.4,12,4,8,17,29,30983,1010,4,50,6,0.6962962962962963,0.8,6.9185185185185185,0.34,4,1,0,1
before,active,43,2.2,6.4,12,5,9,17,28,29458,1025,6,61,9,0.6423357664233577,0.8,7.029197080291971,0.34,2,1,0,1
before,active,44,2.2,6.4,12,4,9,16,28,28914,1025,12,60,5,0.6904761904761905,1,7.015873015873016,0.34,2,1,0,1
before,active,45,2.2,6.4,12,4,9,17,30,32095,1025,1,59,8,0.6764705882352942,0.8,6.919117647058823,0.34,0,1,0,1
before,active,46,2.2,6.4,12,3,8,17,30,32932,1025,21,64,8,0.7751937984496124,0.6,6.7984496124031,0.34,1,1,0,1
before,active,47,2.2,6.4,12,4,8,17,30,32480,1040,3,61,11,0.7368421052631579,0.8,6.7894736842105265,0.34,4,1,0,1
before,active,48,2.2,6.4,12,3,7,15,27,27134,1010,4,56,10,0.6412213740458015,0.6,6.923664122137405,0.34,2,1,0,1
before,active,49,2.2,6.4,12,3,7,16,28,28593,1025,6,59,8,0.7154471544715447,0.4,6.813008130081301,0.34,0,1,0,1
before,active,50,2.2,6.4,12,4,7,16,28,30109,1010,1,54,4,0.6923076923076923,0.6,7.092307692307692,0.34,0,1,0,1
before,active,51,2.2,6.4,12,4,9,17,30,31766,995,5,60,7,0.7441860465116279,0.8,6.930232558139535,0.34,1,0,0,1
before,active,52,2.2,6.4,12,4,8,16,29,30946,1055,2,65,7,0.674074074074074,0.6,7.066666666666666,0.34,2,1,0,1
before,active,53,5.4,6.4,12,4,8,16,29,30275,1025,4,60,10,0.7131782945736435,0.8,7,0.34,1,1,0,0
before,active,54,2.2,6.4,12,3,7,16,30,32541,1040,6,65,9,0.7089552238805971,0.4,6.858208955223881,0.34,0,1,0,1
before,active,55,2.2,6.4,12,4,8,16,28,29233,1040,1,55,8,0.6277372262773723,0.8,7.145985401459854,0.34,1,1,0,1
before,active,56,2.2,6.4,12,4,8,17,30,32221,1055,10,62,10,0.7461538461538462,0.8,6.9,0.34,3,1,0,1
before,active,57,2.2,6.4,12,3,6,14,26,26202,1055,7,63,7,0.609375,0.4,7.25,0.34,3,1,0,1
before,active,58,5.4,6.4,12,4,8,16,28,28782,1040,8,65,9,0.6277372262773723,0.4,7.109489051094891,0.34,2,1,0,0
before,active,59,2.2,6.4,12,4,9,18,31,34018,1025,11,63,6,0.7388059701492538,0.6,6.940298507462686,0.34,1,1,0,1
before,active,60,2.2,6.4,12,4,8,16,29,31264,1025,5,66,6,0.706766917293233,0.8,6.932330827067669,0.34,3,1,0,1
before,active,61,2.2,6.4,12,5,8,15,29,30474,995,5,62,9,0.7014925373134329,1,7.007462686567164,0.34,1,1,0,1
before,active,62,2.2,6.4,12,4,9,17,30,31033,965,4,55,8,0.706766917293233,0.8,7.067669172932331,0.34,1,1,0,1
before,active,63,2.2,6.4,12,4,8,17,29,30744,980,2,50,8,0.7272727272727273,0.6,6.886363636363637,0.34,0,1,0,1
before,active,64,2.2,6.4,12,4,8,17,30,32799,1040,1,61,7,0.7443609022556391,0.8,6.7669172932330826,0.34,1,1,0,1
before,active,65,2.2,6.4,12,5,9,16,28,29246,1025,3,66,9,0.6793893129770993,1,6.885496183206107,0.34,3,0,0,1
before,active,66,2.2,6.4,12,4,10,19,29,30557,1010,3,55,10,0.706766917293233,0.8,6.93984962406015,0.34,2,1,0,1
before,active,67,2.2,6.4,12,5,10,18,31,33708,1010,4,64,10,0.7786259541984732,0.8,6.67175572519084,0.34,4,0,0,1
before,active,68,2.2,6.4,12,5,9,18,31,34033,1010,6,66,10,0.7299270072992701,0.8,6.781021897810219,0.34,0,1,0,1
before,active,69,2.2,6.4,12,5,8,17,29,30003,1025,6,66,11,0.6814814814814815,1,6.977777777777778,0.34,2,0,0,1
before,active,70,2.2,6.4,12,4,7,15,27,27325,1040,8,56,9,0.6666666666666666,0.8,6.976744186046512,0.34,5,1,0,1
before,active,71,2.2,6.4,12,3,6,14,25,24763,995,0,56,8,0.6147540983606558,0.6,7.040983606557377,0.34,3,1,0,1
before,active,72,2.2,6.4,12,3,7,13,27,28672,1040,6,60,7,0.6771653543307087,0.6,7.070866141732283,0.34,4,1,0,1
before,active,73,2.2,6.4,12,4,8,16,27,27850,995,1,54,8,0.6666666666666666,0.8,6.852713178294573,0.34,4,1,0,1
before,active,74,2.2,6.4,12,4,7,15,28,28860,1025,3,54,9,0.6976744186046512,1,6.8604651162790695,0.34,3,1,0,1
before,active,75,5.4,6.4,12,3,9,16,29,30666,1040,5,62,9,0.7244094488188977,0.6,6.9921259842519685,0.34,1,1,0,0
before,active,76,2.2,6.4,12,4,8,16,29,29622,980,0,62,7,0.6893939393939394,0.8,6.878787878787879,0.34,1,1,0,1
before,active,77,2.2,6.4,12,4,10,17,30,31058,1040,3,59,10,0.7196969696969697,1,6.962121212121212,0.34,0,1,0,1
before,active,78,2.2,6.4,12,4,8,18,31,32741,1010,4,65,10,0.7555555555555555,0.6,6.940740740740741,0.34,2,1,0,1
before,active,79,2.2,6.4,12,3,8,15,28,30438,1055,4,61,4,0.7222222222222222,0.6,6.976190476190476,0.34,2,1,0,1
before,active,80,2.2,6.4,12,4,8,16,28,29862,1025,0,59,7,0.7054263565891473,0.8,6.976744186046512,0.34,2,1,0,1
before,active,81,2.2,6.4,12,4,8,16,28,29125,995,2,55,7,0.6923076923076923,1,6.992307692307692,0.34,0,1,0,1
before,active,82,2.2,6.4,12,4,7,14,26,26961,1025,8,56,6,0.6507936507936508,0.6,7.055555555555555,0.34,0,1,0,1
before,active,83,2.2,6.4,12,5,9,17,30,32289,995,4,54,7,0.7364341085271318,1,6.992248062015504,0.34,1,1,0,1
before,active,84,2.2,6.4,12,4,8,15,25,25724,1055,5,60,8,0.5984251968503937,0.4,7.141732283464567,0.34,3,1,0,1
before,active,85,2.2,6.4,12,4,9,16,28,28924,1010,11,61,10,0.7007874015748031,0.6,7.015748031496063,0.34,1,0,0,1
before,active,86,2.2,6.4,12,5,9,17,30,32396,1010,2,67,8,0.7007299270072993,0.8,6.868613138686132,0.34,2,0,0,1
before,active,87,2.2,6.4,12,5,9,17,31,33298,1025,8,63,10,0.7709923664122137,1,6.9465648854961835,0.34,0,0,0,1
before,active,88,2.2,6.4,12,4,8,16,28,29093,995,3,49,7,0.6870229007633588,1,7.038167938931298,0.34,2,1,0,1
before,active,89,2.2,6.4,12,4,10,18,31,34098,1040,10,65,8,0.7372262773722628,0.8,6.927007299270073,0.34,1,1,0,1
before,active,90,2.2,6.4,12,4,8,16,29,29741,995,6,62,8,0.7054263565891473,0.8,7.069767441860465,0.34,0,0,0,1
before,active,91,2.2,6.4,12,4,7,15,26,26144,995,4,57,6,0.6585365853658537,0.8,6.983739837398374,0.34,2,1,0,1
before,active,92,2.2,6.4,12,4,8,16,29,31122,1025,3,66,7,0.6865671641791045,0.6,6.895522388059701,0.34,1,0,0,1
before,active,93,2.2,6.4,12,4,7,17,28,29055,1055,6,63,7,0.664179104477612,0.6,7.022388059701493,0.34,1,1,0,1
before,active,94,2.2,6.4,12,4,8,15,28,28817,980,2,49,6,0.7317073170731707,1,6.983739837398374,0.34,3,0,0,1
before,active,95,2.2,6.4,12,5,9,17,30,32334,1010,4,59,6,0.7333333333333333,0.8,6.933333333333334,0.34,1,1,0,1
before,active,96,2.2,6.4,12,5,9,16,29,30115,980,2,65,8,0.6917293233082706,1,7.06015037593985,0.34,4,0,0,1
before,active,97,2.2,6.4,12,3,6,16,27,26461,980,0,60,9,0.6589147286821705,0.6,7.023255813953488,0.34,2,1,0,1
before,active,98,2.2,6.4,12,4,8,17,31,35379,1055,2,57,7,0.7744360902255639,1,6.7218045112781954,0.34,0,1,0,1
before,active,99,2.2,6.4,12,3,7,15,28,30357,1055,11,63,5,0.7054263565891473,0.8,7.077519379844961,0.34,4,1,0,1
before,active,100,2.2,6.4,12,3,8,16,29,30461,1025,8,64,10,0.7265625,0.6,6.734375,0.34,2,1,0,1
before,active,101,2.2,6.4,12,3,8,16,28,28727,995,7,57,7,0.6953125,0.6,6.9609375,0.34,1,1,0,1
before,active,102,2.2,6.4,12,4,8,16,28,28884,995,1,60,9,0.6846153846153846,0.6,6.915384615384616,0.34,3,1,0,1
before,active,103,2.2,6.4,12,4,8,15,29,30435,1010,9,59,13,0.7698412698412699,1,6.801587301587301,0.34,2,1,0,1
before,active,104,2.2,6.4,12,4,9,16,29,31299,1055,13,62,5,0.7131782945736435,0.8,6.953488372093023,0.34,5,1,0,1
before,active,105,2.2,6.4,12,3,7,16,30,31790,1055,12,65,9,0.7111111111111111,0.8,6.896296296296296,0.34,2,1,0,1
before,active,106,5.4,6.4,12,5,9,17,31,34114,1055,6,64,6,0.746268656716418,0.8,6.932835820895522,0.34,2,1,0,0
before,active,107,2.2,6.4,12,4,9,16,28,28646,1010,6,53,9,0.72,0.6,6.848,0.34,3,1,0,1
before,active,108,2.2,6.4,12,4,8,16,29,30078,995,0,58,8,0.7,0.8,6.930769230769231,0.34,4,0,0,1
before,active,109,2.2,6.4,12,4,8,15,28,28921,1040,7,65,5,0.6466165413533834,0.6,7.165413533834586,0.34,3,1,0,1
before,active,110,2.2,6.4,12,4,8,16,27,26414,1010,0,59,9,0.6456692913385826,0.8,7.094488188976378,0.34,2,1,0,1
before,active,111,2.2,6.4,12,4,7,15,28,29208,1010,2,54,8,0.6793893129770993,0.8,7.038167938931298,0.34,1,1,0,1
before,active,112,2.2,6.4,12,4,9,16,27,26532,980,4,59,10,0.65625,0.8,7.0390625,0.34,4,1,0,1
before,active,113,2.2,6.4,12,4,10,17,30,32885,1025,1,63,6,0.7058823529411765,1,6.845588235294118,0.34,2,1,0,1
before,active,114,2.2,6.4,12,4,9,17,30,32295,1025,5,56,7,0.7272727272727273,0.6,6.909090909090909,0.34,0,1,0,1
before,active,115,2.2,6.4,12,3,8,15,27,27467,1040,0,64,6,0.6,0.4,7.133333333333334,0.34,2,1,0,1
before,active,116,2.2,6.4,12,4,9,17,30,33311,1040,3,57,8,0.7333333333333333,0.4,6.948148148148148,0.34,4,1,0,1
before,active,117,2.2,6.4,12,4,9,16,29,30954,1025,5,58,5,0.7099236641221374,1,7.022900763358779,0.34,1,1,0,1
before,active,118,2.2,6.4,12,4,7,15,29,30393,1055,5,65,9,0.6917293233082706,1,6.932330827067669,0.34,2,1,0,1
before,active,119,2.2,6.4,12,5,9,15,27,26994,1025,12,59,8,0.6456692913385826,1,7.031496062992126,0.34,2,0,0,1
before,active,120,2.2,6.4,12,4,9,16,31,33892,1055,10,65,9,0.7555555555555555,0.8,6.770370370370371,0.34,4,1,0,1
before,active,121,2.2,6.4,12,5,9,16,29,30903,1010,6,58,6,0.6814814814814815,0.8,6.948148148148148,0.34,0,0,0,1
before,active,122,2.2,6.4,12,5,9,16,30,32129,1010,2,55,7,0.7272727272727273,1,6.9772727272727275,0.34,0,1,0,1
before,active,123,8.600000000000001,6.4,12,5,10,18,30,32482,1010,5,63,6,0.7368421052631579,0.6,6.87218045112782,0.34,0,0,0,0
before,active,124,2.2,6.4,12,3,9,18,30,32109,1040,1,56,8,0.7089552238805971,0.8,7.014925373134329,0.34,2,1,0,1
before,active,125,2.2,6.4,12,4,7,15,28,29315,1010,5,60,6,0.6929133858267716,0.8,6.921259842519685,0.34,1,1,0,1
before,active,126,2.2,6.4,12,4,9,17,31,33487,1025,1,66,6,0.7388059701492538,1,7,0.34,2,1,0,1
before,active,127,2.2,6.4,12,4,8,17,30,32722,1025,6,60,7,0.7578125,1,6.875,0.34,4,1,0,1
before,active,128,2.2,6.4,12,4,9,18,31,34485,1040,7,65,7,0.7727272727272727,1,6.946969696969697,0.34,1,1,0,1
before,active,129,2.2,6.4,12,4,8,16,29,30458,1025,11,62,5,0.7,0.8,6.7153846153846155,0.34,3,1,0,1
before,active,130,2.2,6.4,12,3,7,16,29,29098,1025,2,66,11,0.6691729323308271,0.4,6.909774436090226,0.34,1,1,0,1
before,active,131,2.2,6.4,12,4,9,17,31,34466,1055,3,63,7,0.7279411764705882,0.8,7.051470588235294,0.34,2,1,0,1
before,active,132,2.2,6.4,12,4,8,17,30,32326,995,0,54,6,0.7058823529411765,0.4,7.007352941176471,0.34,2,1,0,1
before,active,133,2.2,6.4,12,4,7,16,29,30516,1010,12,64,9,0.7251908396946565,0.8,6.7251908396946565,0.34,0,1,0,1
before,active,134,2.2,6.4,12,4,8,14,28,28774,995,0,53,7,0.6691729323308271,0.8,7.203007518796992,0.34,3,1,0,1
before,active,135,2.2,6.4,12,4,8,15,27,28130,1010,0,62,10,0.676923076923077,0.8,6.923076923076923,0.34,1,1,0,1
before,active,136,2.2,6.4,12,3,7,15,30,31881,1040,12,65,7,0.6934306569343066,0.4,7.029197080291971,0.34,1,1,0,1
before,active,137,2.2,6.4,12,4,7,16,28,28423,1010,0,60,7,0.6466165413533834,0.8,7.195488721804511,0.34,2,1,0,1
before,active,138,2.2,6.4,12,4,8,16,29,31212,1025,6,62,7,0.7230769230769231,0.8,7,0.34,3,1,0,1
before,active,139,2.2,6.4,12,4,9,18,30,32026,1010,6,64,7,0.7196969696969697,0.6,6.863636363636363,0.34,2,1,0,1
before,active,140,5.4,6.4,12,4,10,18,30,33408,1025,12,66,5,0.7333333333333333,0.8,6.940740740740741,0.34,4,1,0,0
before,active,141,2.2,6.4,12,4,9,18,30,33782,1040,8,60,6,0.725925925925926,0.6,6.977777777777778,0.34,0,1,0,1
before,active,142,2.2,6.4,12,4,8,17,32,34862,995,5,55,8,0.762962962962963,0.4,6.7407407407407405,0.34,1,1,0,1
before,active,143,5.4,6.4,12,5,10,16,28,29517,1040,2,56,5,0.6744186046511628,0.8,7.2015503875969,0.34,2,0,0,0
before,active,144,2.2,6.4,12,4,9,17,30,32199,1055,7,61,10,0.732824427480916,0.6,6.977099236641221,0.34,2,1,0,1
before,active,145,2.2,6.4,12,4,8,16,30,32432,1040,8,62,9,0.7890625,0.8,6.7421875,0.34,2,1,0,1
before,active,146,2.2,6.4,12,3,8,16,28,29214,1010,1,60,10,0.6870229007633588,0.4,7.0534351145038165,0.34,2,1,0,1
before,active,147,2.2,6.4,12,4,7,15,28,28890,980,4,51,8,0.6818181818181818,0.8,6.916666666666667,0.34,3,1,0,1
before,active,148,2.2,6.4,12,4,9,17,29,30222,1025,3,55,7,0.6917293233082706,0.6,7.052631578947368,0.34,0,1,0,1
before,active,149,2.2,6.4,12,4,9,16,31,34707,1025,3,64,5,0.725925925925926,0.6,6.933333333333334,0.34,2,1,0,1
before,active,150,2.2,6.4,12,5,9,16,28,29214,1010,6,65,9,0.6791044776119403,0.8,7.044776119402985,0.34,0,0,0,1
before,active,151,5.4,6.4,12,4,9,18,31,33547,1025,15,62,8,0.7692307692307693,0.8,6.823076923076923,0.34,2,1,0,0
before,active,152,2.2,6.4,12,3,8,16,29,31137,1010,4,61,8,0.7272727272727273,0.6,6.856060606060606,0.34,0,1,0,1
before,active,153,2.2,6.4,12,4,8,17,30,33559,1040,3,65,8,0.7313432835820896,0.4,7.014925373134329,0.34,2,1,0,1
